Asset tag,Break/Fix Coverage Expiry,Break/Fix Service level,Break/Fix Service Provider,Building,Candidate for Currency,Candidate to Move to NY3,Class,Comments,Effective Date,Environment,Host name,iLO/RSA/HMC ip address,iLO/RSA/HMC Service Info,Install Date,IP Address,Is Virtual,Level 1 Support Group,Level 2 Support Group,Level 3 Support Group,Maintenance Window,Model ID,Operating System,OS Family,OS Status,OS Version,Project Change Notes,Serial number,SNow most recent discovery,State,Status(hardware status),Substate,TD Asset Application Code,Cabinet,Cage,CPU core count,CPU count,Disk space (GB),Logical CPUs,RU Start Position,Total Memory (MB)
B08511,,NA,Maintech,NY4,YES,YES,Linux Server,"LB:  crs-nyion-prd.corp.tdsecurities.com

20221014 - mckays7 - CHG1062708 - Decommission - Cool Down
- Changed status from ""In use"" to ""In stock - Cool down""

20221110 - mckays7 - CHG1079723 - Decommission - Wpe Disk
- Changed status from ""In stock - Cool down"" to ""In stock - Wiped""..[last_DAC:NYION]

2022.11.12 - mckays7 \ lamw2- CHG1076730 relocate 2M2003040P ny4nyionloradb01 from NY4-7125-103 to 8235-105, RU12 and rebuild as ny4nyionluoradb01 UAT
old 
ny4nyionloradb01.corp.tdsecurities.com 10.171.5.101
ny4nyionloradb01r.corp.tdsecurities.com 10.171.6.97
new 
ny4nyionluoradb01.corp.tdsecurities.com     10.225.12.22/27
ny4nyionluoradb01r.corp.tdsecurities.com 10.225.33.122/24

20230127 - mckays7 - CHG1117760 - Built server as ny4nyionluoradb01

20230427 - mckays7 - Changed state to ""In Stock - Pending Install""

20230503 - mckays7 - Updated Deployment Application code to NYION.

2024.03.28 - tac8345 - update to ""in use""",5/14/2020 11:59,UAT,ny4nyionluoradb01,10.225.33.122,ny4nyionluoradb01r.corp.tdsecurities.com,5/11/2020 11:58,10.225.12.24,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen10,Linux Red Hat,Linux,New,8.8,NY4 NYION Project,2M2003040P,8/2/2025 18:09,In use,Installed,,NYION,105,8235,10,2,20866.93,20,12,289335
B08501,,NA,Maintech,NY4,YES,YES,Windows Server,"NYION UAT SQL Cluster
2024.02.10 - CHG1328521 - relocate 2M2003040N SISDURNWA1NYION from NY4-8895-102,RU4 to NY4-8235-105,RU36",5/23/2020 19:40,UAT,sisdurnwa1nyion,10.225.33.18,SISDURNWA1NYIONR,5/23/2020 19:39,10.225.12.11,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-Windows,TDSGI-Windows,,ProLiant DL380 Gen10,Windows 2016 Standard,Windows,New,10.0.14393,NYION PAT SQL Cluster,2M2003040N,8/2/2025 18:13,In use,Installed,,NYION,105,8235,10,2,8465.54,40,36,294912
z2003042,,NA,Maintech,NY4,YES,YES,Linux Server,"LB: crs-nyion-prd.corp.tdsecurities.com

20221014 - mckays7 - CHG1062708 - Decommission - Cool Down
- Changed status from ""In Use"" to ""In Stock - Cool down""

20221110 - mckays7 - CHG1079723 - Decommission - Wpe Disk
- Changed status from ""In stock - Cool down"" to ""In stock - Wiped""..[last_DAC:NYION]

2022.11.12 - mckays7 \ lamw2 - CHG1076730 relocate 2M2003040R ny4nyionloradb02 from NY4-7125-104 to 8235-106, RU12 and rebuild as ny4nyionluoradb02 UAT 
old 
ny4nyionloradb02.corp.tdsecurities.com 10.171.5.102
ny4nyionloradb02r.corp.tdsecurities.com 10.171.6.98
new 
ny4nyionluoradb02.corp.tdsecurities.com     10.225.12.23/27
ny4nyionluoradb02r.corp.tdsecurities.com 10.225.33.123/24

20230127 - mckays7 - CHG1117760 - Built server as ny4nyionluoradb02

20230427 - mckays7 - Changed state to ""In Stock - Pending Install""

20230503 - mckays7 - Change Deployment Application code to NYION.

2024.03.28 - tac8345 - update to ""in use""",5/14/2020 12:12,UAT,ny4nyionluoradb02,10.225.33.123,ny4nyionluoradb02r.corp.tdsecurities.com,5/11/2020 12:05,10.225.12.23,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen10,Linux Red Hat,Linux,New,8.8,NY4 NYION Project,2M2003040R,8/2/2025 18:09,In use,Installed,,NYION,106,8235,10,2,18867.93,20,12,289335
B10923,,NA,Maintech,NY4,YES,YES,Windows Server,"2023.09.09 - CHG1234417 - LAMW2 - relocate CZ2024083Q  from 8895-102,RU15 to 8235-106,RU23",10/21/2020 10:48,UAT,sisdurnwa1efxng,10.225.33.75,SISDURNWA1EFXNGr.TDBFG.com,10/5/2020 13:39,10.225.12.38,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-Windows,TDSGI-Windows,,ProLiant DL380 Gen10,Windows 2016 Standard,Windows,New,10.0.14393,Windows OS: RITM2617462 SQL RITM2617620,CZ2024083Q,8/2/2025 18:13,In use,Installed,,EFXNG,106,8235,16,2,5971.54,64,23,294912
B10924,,NA,Maintech,NY4,YES,YES,Windows Server,"2023.09.09 - CHG1234417 - LAMW2 - relocate CZ2024083K  from 8895-102,RU6 to 8235-106,RU34",10/21/2020 10:51,UAT,sisdurnwa2efxng,10.225.33.80,SISDURNWA2EFXNGR.TDBFG.COM,10/9/2020 10:55,10.225.12.42,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-Windows,TDSGI-Windows,,ProLiant DL380 Gen10,Windows 2016 Standard,Windows,New,10.0.14393,Windows OS: RITM2617462 SQL RITM2617620,CZ2024083K,8/2/2025 18:09,In use,Installed,,EFXNG,106,8235,16,2,5971.54,64,34,294912
B10931,,NA,Maintech,NY4,YES,YES,Linux Server,"By MM Server is in CoolDown Jan 26
CHG1118744 | <EFXNG> Servers Decommission as per DEC0023279-ITTA0076582
--------------------------------------------------------------------------------------------------------------------------------------
BY MM Server Decommsioned on Jan 31
CHG1118744 | <EFXNG> Servers Decommission as per DEC0023279-ITTA0076582
DNS                        DNB0038958  
TSM            RITM8123959
Monitoring  MNS0056119 - MNT0047363

20230203 - mckays7 - server to become ny4efxlua21
- Renamed from ny4efxngluot01_RETIRED to ny4efxlua21
- Changed state to ""In stock - Pending Install""
- updated Deployment Application code to ""EFX""

20230207 - mckays7 - CHG1123597 -Built server ny4efxlua21
- Updated state to ""In Maintenance""

20230426 - mckays7 - CHG1171774 - Cool Down
- Server to be renamed ny4kdblua02
- Updated State to ""In stock - Cool Down""

20230427 - mckays7 - CHG1172617 - 2nd CR for expediated 1 day cool day.
- Server to be renamed ny4kdblua02.  Changed status to ""It stock - Pending Install""

2023.06.03 - CHG1180823 - LAMW2 - ny4efxlua21 , CZ2024083S , NY4-8895-104 > relocate  to NY4-8235-107,RU24 and rename as ny4kdblua02 for KDB
old
ny4efxlua21  10.225.8.60
ny4efxlua21r         10.225.33.81
new
ny4kdblua02  10.225.48.167
ny4kdblua02r 10.225.33.25",10/4/2020 7:00,UAT,ny4kdblua02,10.225.33.25,ny4kdblua02r.corp.tdsecurities.com,9/28/2020 7:00,10.225.48.167,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen10,Linux Red Hat,Linux,New,8.1,NY4 EFXNG Project,CZ2024083S,8/2/2025 8:09,In use,Installed,,KDB,107,8235,24,2,13466.92,96,23,773152
B08512,,NA,Maintech,NY4,YES,YES,Windows Server,"NYION UAT SQL Cluster
2024.02.10 - CHG1328521 - relocate 2M2003040Q SISDURNWA2NYION from NY4-8895-104,RU6 to NY4-8235-107,RU32",5/23/2020 19:43,UAT,sisdurnwa2nyion,10.225.33.33,sisdurnwa1nyionr.tdbfg.com,5/23/2020 19:43,10.225.12.20,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-Windows,TDSGI-Windows,,ProLiant DL380 Gen10,Windows 2016 Standard,Windows,New,10.0.14393,NYION PAT SQL Cluster,2M2003040Q,8/2/2025 18:13,In use,Installed,,NYION,107,8235,10,2,8465.54,40,32,294912
A31589,6/4/2027 0:00,HP Carepack HWM,HP Compaq,NY4,NO,YES,Linux Server,"2025/02/28 – belotb2 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3
RITM11917518 / CHG1422269 <NY4> EFX Server Rack 8 Servers Completed Saturday, June 22, 2024 NY4 Vendor: Star-Lo Clarity ID: 00161703, CC:6061

20240626 - mckays7 - Server build
- updated appboxen
- updated CMDB
- Changed state to ""In Use""",6/22/2024 12:00,UAT,ny4efxlua14,10.225.33.100,ny4efxlua14r.corp.tdsecurities.com,6/26/2024 15:07,10.225.8.44,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,New,8.1,https://ibom.tdbfg.com/website/HLOverview.aspx?ProjectID=36542,2M2D13002M,8/2/2025 17:53,In use,Installed,,EFX,102,8235,48,2,,96,22,515206
A31590,6/4/2027 0:00,HP Carepack HWM,HP Compaq,NY4,NO,YES,Linux Server,"2025/02/28 – belotb2 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3
RITM11917518 / CHG1422269 <NY4> EFX Server Rack 8 Servers Completed Saturday, June 22, 2024 NY4 Vendor: Star-Lo Clarity ID: 00161703, CC:6061

20240626 - mckays7 - Server build
- updated appboxen
- updated CMDB
- Changed state to ""In Use""",6/22/2024 12:00,UAT,ny4efxlua15,10.225.33.101,ny4efxlua15r.corp.tdsecurities.com,6/26/2024 15:09,10.225.8.52,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,New,8.1,https://ibom.tdbfg.com/website/HLOverview.aspx?ProjectID=36542,2M2D13002N,8/2/2025 17:53,In use,Installed,,EFX,102,8235,48,2,,96,24,515206
A31591,6/4/2027 0:00,HP Carepack HWM,HP Compaq,NY4,NO,YES,Linux Server,"2025/02/28 – belotb2 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3
RITM11917518 / CHG1422269 <NY4> EFX Server Rack 8 Servers Completed Saturday, June 22, 2024 NY4 Vendor: Star-Lo Clarity ID: 00161703, CC:6061

20240626 - mckays7 - Server build
- updated appboxen
- updated CMDB
- Changed state to ""In Use""",6/22/2024 12:00,UAT,ny4efxlua16,10.225.33.102,ny4efxlua16r.corp.tdsecurities.com,6/26/2024 15:15,10.225.8.54,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,New,8.1,https://ibom.tdbfg.com/website/HLOverview.aspx?ProjectID=36542,2M2D13002P,8/2/2025 17:53,In use,Installed,,EFX,103,8235,48,2,,96,22,515206
A31592,6/2/2027 10:05,HP Base HW,HP Compaq,NY4,NO,YES,Linux Server,"2025/02/28 – belotb2 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3
RITM11917518 / CHG1422269 <NY4> EFX Server Rack 8 Servers Completed Saturday, June 22, 2024 NY4 Vendor: Star-Lo Clarity ID: 00161703, CC:6061",6/22/2024 12:00,UAT,ny4efxlua17,10.225.33.103,ny4efxlua17r.corp.tdsecurities.com,6/26/2024 15:16,10.225.8.55,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,New,8.1,https://ibom.tdbfg.com/website/HLOverview.aspx?ProjectID=36542,2M2D13002Q,8/2/2025 17:53,In use,Installed,,EFX,103,8235,48,2,,96,24,515206
A31530,,,,NY4,NO,YES,Linux Server,"HPE Greenlake - June 2025

20250731 - mckays7 - CHG1707842
-  Server built as ny4optilua10",6/22/2025 12:00,UAT,ny4optilua10,10.225.33.219,ny4optilua10r.corp.tdsecurities.com,6/22/2025 0:00,10.225.8.81,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,Active,9.6,HPE Greenlake - June 2025,2M2D2Q02F1,8/2/2025 17:54,In use,Installed,,OPTI,105,8235,48,2,,96,38,1031297
A31531,,,,NY4,NO,YES,Linux Server,"HPE Greenlake - June 2025

20250731 - mckays7 - CHG1707842
-  Server built as ny4optilua11",6/22/2025 12:00,UAT,ny4optilua11,10.225.33.220,ny4optilua11r.corp.tdsecurities.com,6/22/2025 0:00,10.225.8.82,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,Active,9.6,HPE Greenlake - June 2025,2M2D2Q02F2,8/2/2025 17:53,In use,Installed,,OPTI,106,8235,48,2,,96,14,1031297
A31532,,,,NY4,NO,YES,Linux Server,"HPE Greenlake - June 2025

20250731 - mckays7 - CHG1707842
-  Server built as ny4optilua12",6/22/2025 12:00,UAT,ny4optilua12,10.225.33.221,ny4optilua12r.corp.tdsecurities.com,6/22/2025 0:00,10.225.8.83,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,Active,9.6,HPE Greenlake - June 2025,2M2D2Q02F3,8/2/2025 17:53,In use,Installed,,OPTI,106,8235,48,2,,96,16,1031297
A31567,,,,NY4,NO,YES,Linux Server,"HPE Greenlake - June 2025

20250711 - mckays7 - CHG1693630
- Performed server build.",6/22/2025 12:00,UAT,ny4kdbludb01,10.225.33.247,ny4kdbludb01r.corp.tdsecurities.com,6/22/2025 0:00,10.225.52.166,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,New,9.6,HPE Greenlake - June 2025,2M2D2Q01WS,7/24/2025 15:46,In use,Installed,,KDB,107,8235,16,2,,32,25,515217
A31568,,,,NY4,NO,YES,Linux Server,"HPE Greenlake - June 2025

20250711 - mckays7 - CHG1693630
- Performed server build.",6/22/2025 12:00,UAT,ny4kdbludb02,10.225.33.248,ny4kdbludb02r.corp.tdsecurities.com,6/22/2025 0:00,10.225.52.167,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,New,9.6,HPE Greenlake - June 2025,2M2D2Q01WT,7/24/2025 15:47,In use,Installed,,KDB,107,8235,16,2,,32,34,515217
A31569,,,,NY4,NO,YES,Linux Server,"HPE Greenlake - June 2025

20250711 - mckays7 - CHG1693630
- Performed server build.",6/22/2025 12:00,UAT,ny4kdbludb03,10.225.33.249,ny4kdbludb03r.corp.tdsecurities.com,6/22/2025 0:00,10.225.52.168,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,New,9.6,HPE Greenlake - June 2025,2M2D2Q01WV,7/24/2025 15:47,In use,Installed,,KDB,107,8235,16,2,,32,36,515217
A31570,,,,NY4,NO,YES,Linux Server,"HPE Greenlake - June 2025

20250711 - mckays7 - CHG1693630
- Performed server build.",6/22/2025 12:00,UAT,ny4kdbludb04,10.225.33.250,ny4kdbludb04r.corp.tdsecurities.com,6/22/2025 0:00,10.225.52.169,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,New,9.6,HPE Greenlake - June 2025,2M2D2Q01WW,7/24/2025 15:47,In use,Installed,,KDB,107,8235,16,2,,32,38,515217
A31533,,,,NY4,NO,YES,Server,"HPE Greenlake - June 2025

20250731 - mckays7 - CHG1707842
-  Server built as ny4optilua13",6/22/2025 12:00,UAT,ny4optilua13,10.225.33.222,ny4optilua13r.corp.tdsecurities.com,6/22/2025 0:00,,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,Active,Rhel 9.6,HPE Greenlake - June 2025,2M2D2Q02F4,,In use,Installed,,OPTI,111,8235,,,,,3,
A31534,,,,NY4,NO,YES,Linux Server,"HPE Greenlake - June 2025

20250731 - mckays7 - CHG1707842
-  Server built as ny4optilua14",6/22/2025 12:00,UAT,ny4optilua14,10.225.33.223,ny4optilua14r.corp.tdsecurities.com,6/22/2025 0:00,10.225.8.87,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,Active,9.6,HPE Greenlake - June 2025,2M2D2Q02F5,8/2/2025 17:53,In use,Installed,,OPTI,111,8235,48,2,,96,5,1031297
A31535,,,,NY4,NO,YES,Linux Server,"HPE Greenlake - June 2025

20250731 - mckays7 - CHG1707842
-  Server built as ny4optilua15",6/22/2025 12:00,UAT,ny4optilua15,10.225.33.224,ny4optilua15r.corp.tdsecurities.com,6/22/2025 0:00,10.225.8.88,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,Active,9.6,HPE Greenlake - June 2025,2M2D2Q02F6,8/2/2025 17:55,In use,Installed,,OPTI,111,8235,48,2,,96,7,1031297
A31536,,,,NY4,NO,YES,Server,"HPE Greenlake - June 2025

20250731 - mckays7 - CHG1707842
-  Server built as ny4optilua16",6/22/2025 12:00,UAT,ny4optilua16,10.225.33.225,ny4optilua16r.corp.tdsecurities.com,6/22/2025 0:00,,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,Active,Rhel 9.6,HPE Greenlake - June 2025,2M2D2Q02F7,,In use,Installed,,OPTI,111,8235,,,,,9,
A31537,,,,NY4,NO,YES,Server,"HPE Greenlake - June 2025

20250731 - mckays7 - CHG1707842
-  Server built as ny4optilua17",6/22/2025 12:00,UAT,ny4optilua17,10.225.33.226,ny4optilua17r.corp.tdsecurities.com,6/22/2025 0:00,,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen11,Linux Red Hat,Linux,Active,Rhel 9.6,HPE Greenlake - June 2025,2M2D2Q02F8,,In use,Installed,,OPTI,111,8235,,,,,11,
A20987,,NA,Maintech,NY4,YES,YES,Linux Server,"20200509 - updated cabinet info (CM)

Server was shipped to Newyork, Contact Saif Ahmed for correct cabinet info.           
 2019.09.13 VERVIL6/Decom Start Date removed as per TASK1604045

Old servers records:

20180307 CHG0135040 <PROD> Server Decommission 
hadoop server
2019/10/29 - CHG0392581 - Server Cool Down ..[last_DAC:AML]
Device decommissioned as per CHG0403984.  Device stored at SOC Basement Locked Cage for redeployment.
2023.09.09 - CHG1234417 - LAMW2 - relocate MXQ62302PC  from 8895-103,RU6 to 8235-107,RU18",3/13/2020 7:39,UAT,ny4nyionlua02,10.225.33.17,ny4nyionlua02r.corp.tdsecurities.com,10/26/2016 13:07,10.225.10.16,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-08:00 | SAT 00:00 - SUN 23:59",ProLiant DL380 Gen9,Linux Red Hat,Linux,New,7.9,"RM# 1366129- H2 - EETS AML SAS AML 6.3 Upgrade - CAD Physical Servers - ITS - COMPUTE TIER - PROD SOC (  2 RACKMOUNTS )
IBOM: http://IBOM/website/HLOverview.aspx?ProjectID=32603
PDL: Kelly Huis
DL: Zeljko Dojo
Clarity id : 00113146
Sponsoring AVP: Anthony Lambie
LOB: TD Corporate/ETS
CC# 5615 - IBOM
CC# 5868 - exist in Rivermine
CHG0320377

224092 Yes AML Anti Money Laundering scamlap26 Physical DL380 G9 PROD 1 SOC Install Linux_Application Linux RHEL 7.x 64-bit 10.204.1.32 255.255.255.0 10.204.1.1 , Priv IP: 192.168.28.12/2

SN handover# REQ1528647 / RITM1592150
Build Resource: Mohammad Moradi",MXQ62302PC,8/2/2025 17:54,In use,Installed,,NYION,107,8235,8,2,27302.16,32,18,257661
A22884,,HP Base HW,Maintech,NY4,YES,YES,Windows Server,"JULY 31, 2017 - BUILD REQUEST RM #1253133.
Device decommissioned as per CHG0428096.  Device moved to SOC Basement Locked Cage for redeployment.

March 9th, 2020 - Build Request Win OS RITM1993621

2023.07.22 - CHG1188629 – PATELRD – relocate MXQ7160JFS siaaarnw01infny from 8895 to 8235 and rename to siaaurnw01infny
Old Cabinet 8894-105,RU33 > New Cabinet 8235-107,RU3
OS  - siaaarnw01infny.tdbfg.com 10.225.0.134  <change to> siaaurnw01infny  10.225.8.134 255.255.255.224 10.225.8.129
iLO - (no DNS) 10.225.32.18                             <change to> siaaurnw01infnyr 10.225.33.72 255.255.255.0  10.225.33.1",8/6/2017 19:31,UAT,siaaurnw01infny,10.225.33.72,siaaurnw01infnyr.tdbfg.com,3/9/2020 11:27,10.105.11.202,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-Windows,TDSGI-Windows,,ProLiant DL380 Gen9,Windows 2016 Standard,Windows,New,10.0.14393,RM1253139 - H3 - XVA Project - PROD SOC (WINDOWS OS - 6 RACKMOUNT)-IT31435ITS,MXQ7160JFS,8/2/2025 17:54,In use,Installed,,INFNY,107,8235,10,2,894.2,40,3,393216
B10932,,NA,Maintech,NY4,YES,YES,Linux Server,"2025/02/28 – belotb2 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3
Mervat entred this Dummy Asset Tag no# based on this communcation from Martin Lazri d saying "" All this servers are located at NY4 cage 8895, I don't have asset tag but you can update the other information.""   From Said Ahmed  Saying 
"" Good morning Mervat, These are the part of New Built/ 31W exit project. I believe these servers were never added. Can you please send me the serial numbers VS the host name, I will  verify and send all the information to Unix team.
I was never been able to get the Asset tag and we still trying to get this info, I entred this Dummy Aseet TAg to update status to be "" In Use""  ... Aug 24th, 2021 @ 9:30am. 

20221028 - mckays7 - DEC0022137 -  CHG1072601 - Server Decomm - Cooldown
- Change status fron ""In use"" to ""In Stock - cool down""
- Server to be repurposed as NY4EFXLUA10

ny4optilua22r: 10.225.33.84
ny4optilua22:

ny4efxlua10r: 10.225.33.167
ny4efxlua10: 

2022.11.05 - MCKAYS7 - CHG1073385 - relocate MXQ02503DS ny4optilua22 from 8895-104, RU18 to 8235-106, RU6 and rebuild as ny4efxlua10 UAT
old
ny4optilua22.corp.tdsecurities.com 10.225.8.86
ny4optilua22r.tdbfg.com    10.225.33.84
new
ny4efxlua10.corp.tdsecurities.com 10.225.8.41 /27
ny4efxlua10r.corp.tdsecurities.com 10.225.33.167 /24

20221110 - mckays7 - CHG1079952 - decommission - Wipe Disk
- Changed state from ""In stock - Cool down"" to ""In stock - Wiped""
 ..[last_DAC:OPTI]

20221118 - mckays7 - CHG1084079 rebuilt as ny4efxlua10
2022.11.19 - mckays7 - CHG1082443 relocate MXQ02503DS ny4efxlua10 from NY4-8235-106 RU6 to NY4-8895-103 RU37 , recable & no IP changes

20221208 - mckays7 - Changed state from ""In stock - Wiped"" to ""In maintenance"".
- updated application code to EFX.",8/24/2021 10:15,UAT PRD,ny4efxlua10,10.225.33.167,ny4efxlua10r.corp.tdsecurities.com,6/28/2021 9:38,10.225.8.41,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL360 Gen10,Linux Red Hat,Linux,New,8.1,NY4 project,MXQ02503DS,8/2/2025 17:53,In use,Installed,,EFX,103,8895,28,2,38358.57,56,37,773167
B10922,,NA,Maintech,NY4,YES,YES,Linux Server,"2025/02/28 – belotb2 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3
Mervat entred this asset tag no# based on this communcation from Martin Lazri "" All this servers are located at NY4 cage 8895, I don't have asset tag but you can update the other information.""   From Said Ahmed "" Good morning Mervat, These are the part of New Built/ 31W exit project. I believe these servers were never added. Can you please send me the serial numbers VS the host name, I will  verify and send all the information to Unix team.
I was never been able to get the Asset tag and we still trying to get this info ... Aug 24th, 2021 @ 9:30am. 
20220726 - mckays7 - Decomm req DEC0020921
- To become NY4EFXLUA11
20220727 - mckays7 - Cool Down - CHG1019909
- Changed state from ""In use"" to ""In stock - Cool down""
20220729 - mckays7 - Decomm - CHG1020871
20220802 - mckays7 - Renamed from ny4optilua26_RETIRED to ny4efxlua11
20220805 - mckays7 - Rebuilt server - Updated appboxen",8/24/2021 10:25,UAT PRD,ny4efxlua11,10.225.33.73,ny4efxlua11r.corp.tdsecurities.com,6/27/2021 10:05,10.225.8.40,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL360 Gen10,Linux Red Hat,Linux,New,8.1,NY4 Project,MXQ02503DH,8/2/2025 17:53,In use,Installed,,EFX,102,8895,28,2,38388.57,56,19,773167
b10961,,NA,Maintech,NY4,YES,YES,Linux Server,"2025/02/28 – belotb2 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3
20220509 - mckays7 -decommissioned - CHG0977529
20220510 - mckays7 - Server will become NY4EFXLUA12

2022.08.06 CHG1022626 relocate -- ny4nyionla05-RETIRED 8895 - 113 RU 20 to 8895 - 103 RU14 MXQ02503DN > rebuild as ny4efxlua12 UAT
old   
ny4nyionla05-RETIRED (no DNS)   
NY4NYIONLA05r-RETIRED (no DNS) 10.225.96.56  
new   
ny4efxlua12.corp.tdsecurities.com 10.225.8.39  
ny4efxlua12r.corp.tdsecurities.com 10.225.33.6 

20220818 - mckays7 - Change state from ""In Stock"" to ""In maintenance""",6/12/2021 13:04,UAT PRD,ny4efxlua12,10.225.33.6,ny4efxlua12r.corp.tdsecurities.com,6/12/2021 13:04,10.225.8.39,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL360 Gen10,Linux Red Hat,Linux,New,8.1,"2021.09.13 -- Rebuild Scott McKay -- MXQ02503DN ny4nyionla05 new OS 10.225.64.49 , new iLO 10.225.96.56",MXQ02503DN,8/2/2025 17:53,In use,Installed,,EFX,103,8895,28,2,38388.57,56,14,773159
